id,Introvert_score,bin__Stage_fear,bin__Drained_after_socializing,num__Time_spent_Alone,num__Social_event_attendance,Personality
831,4,1,1,7,5,Introvert
832,0,0,0,2,8,Extrovert
833,0,0,0,3,10,Extrovert
834,0,0,0,2,4,Extrovert
835,0,0,0,3,5,Extrovert
836,0,0,0,2,6,Extrovert
837,0,0,0,1,5,Extrovert
838,4,1,1,6,0,Introvert
839,0,0,0,2,9,Extrovert
840,0,0,0,2,8,Extrovert
841,4,1,1,6,5,Introvert
842,0,0,0,2,7,Extrovert
843,1,0,0,2,5,Extrovert
844,0,0,0,2,7,Extrovert
845,1,0,0,4,5,Extrovert
846,4,1,1,7,1,Introvert
847,4,1,1,8,0,Introvert
848,0,0,0,2,6,Extrovert
849,5,0,1,11,0,Introvert
850,0,0,0,2,4,Extrovert
851,0,0,0,0,5,Extrovert
852,4,1,1,4,1,Introvert
853,1,0,0,1,5,Extrovert
854,1,0,0,1,6,Extrovert
855,1,0,0,5,7,Extrovert
856,4,1,1,9,2,Introvert
857,5,1,1,8,2,Introvert
858,5,1,1,10,1,Introvert
859,5,1,0,8,1,Introvert
860,0,0,0,3,4,Extrovert
861,4,1,1,5,0,Introvert
862,1,0,0,0,9,Extrovert
863,1,0,0,6,6,Extrovert
864,0,0,0,2,9,Extrovert
865,1,0,0,1,5,Extrovert
866,0,0,0,2,8,Extrovert
867,1,0,0,3,4,Extrovert
868,1,1,1,0,5,Introvert
869,4,1,1,10,2,Extrovert
870,1,0,0,1,5,Extrovert
871,1,0,0,3,4,Extrovert
872,0,0,0,3,4,Extrovert
873,0,0,0,2,3,Extrovert
874,0,0,0,2,5,Extrovert
875,0,0,0,2,4,Extrovert
876,0,0,0,4,9,Extrovert
877,0,0,0,1,4,Introvert
878,1,0,0,3,8,Extrovert
879,0,0,0,0,5,Extrovert
880,5,0,0,5,0,Extrovert
881,0,0,0,1,9,Extrovert
882,0,0,0,0,7,Extrovert
883,0,0,0,2,4,Extrovert
884,0,0,0,2,5,Extrovert
885,4,0,1,6,3,Introvert
886,0,0,0,2,5,Extrovert
887,1,0,0,0,7,Extrovert
888,0,0,0,3,7,Extrovert
889,1,0,0,2,5,Extrovert
891,0,0,0,2,4,Extrovert
892,0,0,0,2,9,Extrovert
893,1,0,0,1,4,Extrovert
894,0,0,0,1,7,Extrovert
895,0,0,0,1,6,Extrovert
896,0,0,0,0,9,Extrovert
897,1,0,0,0,5,Extrovert
898,0,0,0,3,5,Extrovert
899,1,0,0,1,8,Extrovert
900,0,0,0,3,8,Extrovert
901,0,0,0,3,6,Extrovert
902,5,1,0,8,2,Introvert
903,0,0,0,1,4,Extrovert
904,0,0,0,3,8,Extrovert
905,1,0,0,0,7,Extrovert
906,0,0,0,3,9,Extrovert
907,0,0,0,1,4,Extrovert
908,0,0,0,0,5,Extrovert
909,5,1,0,8,2,Introvert
910,5,1,0,11,1,Introvert
911,0,0,0,2,9,Extrovert
914,0,0,0,2,8,Extrovert
915,0,0,0,4,7,Extrovert
916,3,1,1,2,3,Introvert
917,0,0,0,0,8,Extrovert
918,0,0,0,0,9,Extrovert
919,1,0,0,0,3,Extrovert
920,0,0,0,1,6,Extrovert
921,0,0,0,0,5,Extrovert
922,0,0,0,1,10,Extrovert
923,1,0,0,1,9,Extrovert
924,0,0,0,2,5,Extrovert
925,0,0,0,0,9,Extrovert
926,0,0,0,1,9,Extrovert
927,4,1,0,4,2,Introvert
928,4,1,1,10,1,Introvert
929,5,1,1,5,2,Introvert
930,3,1,1,9,2,Introvert
931,1,0,0,3,7,Extrovert
932,3,1,1,5,3,Introvert
933,0,0,0,2,6,Extrovert
934,1,0,0,3,5,Extrovert
935,0,0,0,0,6,Extrovert
936,4,1,1,9,1,Introvert
937,1,0,0,1,4,Extrovert
938,0,0,0,4,9,Extrovert
939,0,0,0,0,9,Extrovert
940,0,0,0,1,4,Extrovert
941,1,0,0,2,10,Extrovert
942,0,0,0,3,9,Extrovert
943,1,0,0,2,9,Extrovert
944,1,0,0,4,7,Extrovert
945,2,0,0,10,3,Extrovert
946,4,1,0,7,3,Extrovert
947,0,0,0,3,6,Extrovert
948,0,0,0,0,5,Extrovert
949,5,0,1,6,0,Introvert
950,4,1,1,9,5,Introvert
951,0,0,0,1,7,Extrovert
952,0,0,0,1,8,Extrovert
953,1,0,0,3,4,Extrovert
954,1,0,0,0,5,Extrovert
955,0,0,0,0,7,Extrovert
956,1,0,0,0,9,Extrovert
957,1,0,0,2,6,Extrovert
958,0,0,0,1,5,Extrovert
959,1,0,0,3,9,Extrovert
960,0,0,0,1,5,Extrovert
961,1,0,0,4,8,Extrovert
962,0,0,0,1,7,Extrovert
963,0,0,0,3,8,Extrovert
964,4,1,1,5,3,Introvert
965,4,1,1,8,0,Introvert
966,0,0,0,0,7,Extrovert
968,0,0,0,2,5,Extrovert
969,5,0,1,11,2,Introvert
970,0,0,0,2,5,Extrovert
971,1,0,0,3,4,Extrovert
972,3,1,1,7,3,Introvert
973,1,0,0,3,4,Extrovert
974,0,0,0,2,5,Extrovert
975,0,0,0,1,3,Extrovert
976,0,0,0,2,5,Extrovert
977,0,0,0,2,6,Extrovert
978,0,0,0,1,5,Extrovert
979,0,0,0,0,4,Extrovert
980,1,0,0,3,4,Extrovert
981,5,1,0,9,2,Introvert
982,1,0,0,0,8,Extrovert
983,1,0,0,2,3,Extrovert
984,4,0,1,5,3,Introvert
985,0,0,0,1,9,Extrovert
986,1,0,0,1,3,Extrovert
987,0,0,0,1,5,Extrovert
988,1,0,0,1,4,Extrovert
989,5,1,1,11,1,Introvert
990,4,1,1,8,3,Introvert
991,0,0,0,2,7,Extrovert
992,0,0,0,0,8,Extrovert
993,0,0,0,1,7,Extrovert
995,0,0,0,1,9,Extrovert
996,3,1,1,4,1,Introvert
997,0,0,0,1,8,Extrovert
998,5,0,1,5,0,Introvert
999,0,0,0,2,7,Extrovert
1000,0,0,0,1,4,Extrovert
1001,0,0,0,3,5,Extrovert
1002,0,0,0,1,8,Extrovert
1003,1,0,0,1,5,Extrovert
1004,0,0,0,1,7,Extrovert
1005,3,1,1,7,3,Introvert
1006,0,0,0,3,7,Extrovert
1007,4,1,1,5,1,Introvert
1008,0,0,0,0,9,Extrovert
1009,1,0,0,3,9,Extrovert
1010,0,0,0,0,9,Extrovert
1011,0,0,0,1,7,Extrovert
1012,0,0,0,1,7,Extrovert
1013,1,0,0,2,7,Extrovert
1014,0,0,0,3,8,Extrovert
1015,3,1,1,10,3,Introvert
1016,0,0,0,3,8,Extrovert
1017,0,0,0,0,9,Extrovert
1018,0,0,0,2,6,Extrovert
1019,0,0,0,0,4,Extrovert
1020,0,0,0,3,6,Extrovert
1022,0,0,0,0,4,Extrovert
1023,0,0,0,3,9,Extrovert
1024,0,0,0,0,7,Extrovert
1025,0,0,0,1,4,Extrovert
1026,4,1,1,8,3,Introvert
1027,1,0,0,0,7,Extrovert
1028,5,0,1,8,1,Introvert
1029,0,0,0,2,9,Extrovert
1030,1,0,0,1,6,Extrovert
1031,4,1,1,11,3,Introvert
1032,5,1,0,8,1,Introvert
1033,5,1,1,10,2,Introvert
1035,0,0,0,0,7,Extrovert
1036,5,1,1,5,1,Introvert
1037,3,1,1,4,2,Extrovert
1038,0,0,0,3,7,Extrovert
1039,4,1,1,11,2,Introvert
1040,3,1,1,5,3,Introvert
1041,5,1,1,11,0,Extrovert
1042,1,0,0,2,5,Extrovert
1043,0,0,0,2,6,Extrovert
1044,4,1,1,11,5,Introvert
1045,0,0,0,0,9,Extrovert
1046,0,0,0,3,7,Extrovert
1047,1,0,0,1,8,Extrovert
1048,1,0,0,1,8,Extrovert
1049,0,0,0,0,4,Extrovert
1050,0,0,0,1,4,Extrovert
1051,0,0,0,2,7,Extrovert
1053,5,0,1,8,2,Introvert
1054,0,0,0,1,6,Extrovert
1055,0,0,0,3,4,Extrovert
1056,0,0,0,0,9,Extrovert
1058,0,0,0,0,7,Extrovert
1059,1,0,0,3,3,Extrovert
1061,4,1,1,5,2,Introvert
1062,0,0,0,0,4,Extrovert
1063,1,0,0,0,9,Extrovert
1064,0,0,0,1,3,Extrovert
1065,1,0,0,2,7,Extrovert
1066,0,0,0,1,8,Extrovert
1067,1,0,0,1,5,Extrovert
1068,0,0,0,4,10,Extrovert
1069,0,0,0,2,7,Extrovert
1070,1,0,0,2,8,Extrovert
1071,1,0,0,0,8,Extrovert
1072,0,0,0,1,5,Extrovert
1073,0,0,0,0,5,Extrovert
1074,0,0,0,3,5,Extrovert
1075,1,0,0,1,6,Extrovert
1076,0,0,0,3,3,Extrovert
1077,0,0,0,1,5,Extrovert
1078,0,0,0,0,9,Extrovert
1079,0,0,0,3,6,Extrovert
1081,0,0,0,2,6,Extrovert
1082,0,0,0,4,5,Extrovert
1083,0,0,0,0,5,Extrovert
1084,3,1,1,7,3,Introvert
1085,0,0,0,1,8,Extrovert
1086,1,0,0,0,5,Extrovert
1087,0,0,0,0,7,Extrovert
1088,0,0,0,4,10,Extrovert
1089,1,0,0,1,7,Extrovert
1090,1,0,0,0,5,Extrovert
1091,4,1,1,6,2,Introvert
1092,0,0,0,3,5,Extrovert
1094,0,0,0,3,4,Extrovert
1095,1,0,0,3,4,Extrovert
1096,1,0,0,0,5,Extrovert
1097,0,0,0,2,9,Extrovert
1098,1,0,0,3,5,Extrovert
1099,0,0,0,3,5,Extrovert
1100,1,0,0,3,7,Extrovert
1101,4,1,1,5,1,Introvert
1102,0,0,0,3,8,Extrovert
1103,0,0,0,1,9,Extrovert
1104,2,0,0,0,9,Extrovert
1105,0,0,0,0,7,Extrovert
1106,0,0,0,3,6,Extrovert
1107,0,0,0,3,7,Extrovert
1108,1,0,0,2,4,Extrovert
1109,4,1,1,7,1,Introvert
1110,4,1,1,7,2,Introvert
1111,1,0,0,2,8,Extrovert
1112,0,0,0,1,9,Extrovert
1113,0,0,0,2,8,Extrovert
1114,0,0,0,0,6,Extrovert
1115,0,0,0,4,4,Extrovert
1116,0,0,0,3,6,Extrovert
1117,0,0,0,1,7,Extrovert
1118,4,1,1,7,2,Introvert
1119,5,0,1,5,1,Introvert
1120,0,0,0,3,10,Extrovert
1121,0,0,0,2,9,Extrovert
1122,1,0,0,0,7,Extrovert
1123,3,1,1,7,1,Introvert
1124,0,0,0,2,3,Extrovert
1125,0,0,0,0,4,Extrovert
1127,0,0,0,1,4,Extrovert
1128,0,0,0,1,8,Extrovert
1129,0,0,0,0,5,Extrovert
1130,0,0,0,1,7,Extrovert
1131,0,0,0,0,3,Extrovert
1132,1,0,0,3,3,Extrovert
1133,0,0,0,1,7,Extrovert
1134,0,0,0,1,10,Extrovert
1135,0,0,0,0,8,Extrovert
1136,0,0,0,1,8,Extrovert
1137,1,0,0,0,8,Extrovert
1138,0,0,0,2,4,Extrovert
1139,3,1,1,2,3,Introvert
1140,0,0,0,2,6,Extrovert
1141,0,0,0,1,8,Extrovert
1142,0,0,0,4,6,Extrovert
1143,4,0,1,4,0,Introvert
1144,5,1,0,6,1,Introvert
1145,0,0,0,2,6,Extrovert
1146,3,1,1,4,1,Introvert
1147,0,0,0,2,9,Extrovert
1148,1,0,0,1,8,Extrovert
1149,0,0,0,1,4,Extrovert
1150,4,1,1,9,3,Introvert
1151,0,0,0,3,4,Extrovert
1152,0,0,0,1,8,Extrovert
1153,0,0,0,0,9,Extrovert
1154,0,0,0,2,5,Extrovert
1155,4,1,1,11,5,Introvert
1156,0,0,0,2,6,Extrovert
1157,0,0,0,3,7,Extrovert
1158,0,0,0,3,5,Extrovert
1159,1,0,0,1,10,Extrovert
1160,0,0,0,1,6,Extrovert
1161,1,0,0,0,4,Extrovert
1162,0,0,0,1,8,Extrovert
1163,0,0,0,2,3,Extrovert
1164,5,1,0,10,0,Introvert
1165,0,0,0,2,7,Extrovert
1166,4,1,1,7,3,Introvert
1167,1,0,0,1,5,Extrovert
1168,0,0,0,3,7,Extrovert
1169,1,0,0,2,7,Extrovert
1170,0,0,0,4,10,Extrovert
1171,3,1,1,4,5,Introvert
1172,3,1,1,7,1,Introvert
1173,1,0,0,2,9,Extrovert
1175,0,0,0,2,6,Extrovert
1176,0,0,0,1,6,Extrovert
1177,0,0,0,2,6,Extrovert
1178,0,0,0,2,8,Extrovert
1179,4,1,1,4,2,Introvert
1180,0,0,0,0,8,Extrovert
1181,0,0,0,3,9,Extrovert
1182,0,0,0,3,5,Extrovert
1183,0,0,0,3,4,Extrovert
1184,0,0,0,4,9,Extrovert
1185,0,0,0,2,5,Extrovert
1186,0,0,0,2,9,Extrovert
1187,3,1,1,9,3,Introvert
1188,1,0,0,2,9,Extrovert
1189,1,0,0,3,7,Extrovert
1190,1,0,0,3,5,Extrovert
1191,1,0,0,4,4,Extrovert
1192,0,0,0,0,3,Extrovert
1193,4,1,1,5,2,Introvert
1194,1,0,0,2,8,Extrovert
1195,0,0,0,0,6,Extrovert
1196,0,0,0,0,3,Extrovert
1198,1,0,0,2,7,Extrovert
1199,3,1,1,6,3,Introvert
1200,0,0,0,0,5,Extrovert
1201,0,0,0,0,4,Extrovert
1202,5,0,1,8,0,Introvert
1203,5,1,1,9,2,Extrovert
1204,1,0,0,5,5,Extrovert
1205,4,1,1,7,0,Introvert
1206,0,0,0,0,8,Extrovert
1207,1,0,0,3,8,Extrovert
1208,0,0,0,2,8,Extrovert
1209,3,1,1,5,3,Introvert
1210,0,0,0,3,8,Extrovert
1211,1,0,0,2,9,Introvert
1212,1,0,0,2,5,Extrovert
1213,1,0,0,0,7,Extrovert
1214,4,1,1,7,5,Introvert
1215,4,1,1,5,1,Introvert
1216,0,0,0,2,5,Extrovert
1217,0,0,0,0,7,Extrovert
1218,0,0,0,2,5,Extrovert
1219,1,0,0,3,5,Extrovert
1220,0,0,0,1,6,Extrovert
1221,5,1,0,9,1,Introvert
1222,0,0,0,2,8,Extrovert
1223,0,0,0,3,7,Extrovert
1224,0,0,0,0,4,Extrovert
1225,1,0,0,3,7,Extrovert
1226,0,0,0,3,6,Extrovert
1227,0,0,0,0,6,Extrovert
1228,1,0,0,2,3,Extrovert
1229,1,0,0,0,4,Extrovert
1230,3,1,1,0,3,Extrovert
1231,4,1,1,6,3,Introvert
1232,1,0,0,2,9,Extrovert
1233,5,1,1,7,2,Introvert
1234,4,1,1,9,5,Introvert
1235,4,1,1,9,2,Introvert
1236,3,1,1,9,3,Introvert
1237,1,0,0,1,8,Extrovert
1238,1,0,0,2,9,Extrovert
1239,0,0,0,0,4,Extrovert
1240,4,0,1,8,3,Introvert
1241,4,1,0,9,3,Introvert
1242,0,0,0,3,7,Extrovert
1243,0,0,0,3,4,Extrovert
1244,0,0,0,1,3,Extrovert
1245,0,0,0,1,4,Extrovert
1246,0,0,0,2,5,Extrovert
1247,0,0,0,3,5,Extrovert
1248,4,1,1,2,1,Introvert
1249,0,0,0,2,6,Extrovert
1250,4,1,1,2,0,Introvert
1251,2,0,0,8,5,Extrovert
1252,1,0,0,0,5,Extrovert
1253,4,1,1,8,1,Introvert
1254,0,0,0,0,6,Extrovert
1256,0,0,0,1,6,Extrovert
1257,0,0,0,2,8,Extrovert
1258,4,1,1,5,2,Introvert
1259,0,0,0,0,5,Extrovert
1260,3,1,1,4,2,Introvert
1261,0,0,0,0,8,Extrovert
1262,0,0,0,2,8,Extrovert
1263,2,1,1,10,3,Extrovert
1264,1,0,0,2,9,Extrovert
1265,0,0,0,2,9,Extrovert
1266,0,0,0,3,7,Extrovert
1267,1,0,0,2,4,Extrovert
1268,0,0,0,3,6,Extrovert
1269,0,0,0,2,4,Extrovert
1270,0,0,0,1,7,Extrovert
1271,5,1,0,5,1,Introvert
1272,0,0,0,3,7,Extrovert
1273,1,0,0,3,10,Extrovert
1274,4,0,1,6,3,Introvert
1275,0,0,0,2,8,Extrovert
1276,5,0,1,5,1,Introvert
1277,5,1,1,11,1,Introvert
1278,4,1,1,2,0,Introvert
1279,0,0,0,0,5,Extrovert
1280,0,0,0,2,5,Extrovert
1281,5,1,0,8,1,Introvert
1283,1,0,0,1,4,Extrovert
1284,0,0,0,4,8,Extrovert
1285,1,0,0,1,8,Extrovert
1286,0,0,0,2,8,Extrovert
1287,0,0,0,1,5,Extrovert
1288,0,0,0,3,6,Extrovert
1289,0,0,0,3,5,Extrovert
1290,2,1,1,4,3,Introvert
1291,0,0,0,1,5,Extrovert
1292,4,1,1,3,2,Introvert
1293,5,0,1,6,2,Introvert
1294,0,0,0,2,4,Extrovert
1295,1,0,0,3,7,Extrovert
1296,4,0,1,4,1,Introvert
1297,1,0,0,2,7,Extrovert
1298,1,0,0,2,6,Extrovert
1299,1,0,0,2,4,Extrovert
1300,3,1,1,9,3,Introvert
1301,1,0,0,2,5,Extrovert
1303,5,1,0,8,2,Introvert
1304,0,0,0,0,4,Extrovert
1305,4,1,1,5,5,Introvert
1306,0,0,0,0,4,Extrovert
1307,0,0,0,1,8,Extrovert
1308,0,0,0,1,5,Extrovert
1309,4,1,1,8,5,Introvert
1310,3,1,1,4,1,Introvert
1311,0,0,0,1,8,Extrovert
1312,0,0,0,2,9,Extrovert
1316,1,0,0,0,4,Extrovert
1317,1,0,0,0,3,Extrovert
1318,0,0,0,0,7,Extrovert
1319,4,1,0,8,2,Introvert
1320,0,0,0,2,6,Extrovert
1321,3,1,1,8,3,Introvert
1322,5,0,1,7,0,Introvert
1323,0,0,0,0,4,Extrovert
1324,0,0,0,0,3,Extrovert
1325,4,1,1,9,0,Introvert
1326,0,0,0,0,7,Extrovert
1327,0,0,0,2,4,Extrovert
1328,0,0,0,0,5,Extrovert
1329,2,1,1,4,3,Introvert
1330,0,0,0,3,4,Extrovert
1331,1,0,0,3,6,Extrovert
1332,0,0,0,1,5,Extrovert
1333,0,0,0,2,8,Extrovert
1334,4,0,1,4,1,Introvert
1335,0,0,0,0,9,Extrovert
1337,1,0,0,2,5,Extrovert
1338,0,0,0,2,6,Extrovert
1339,0,0,0,1,6,Extrovert
1340,5,1,1,10,1,Introvert
1341,4,1,0,5,3,Introvert
1342,0,0,0,0,8,Extrovert
1343,0,0,0,2,9,Extrovert
1344,0,0,0,2,6,Extrovert
1346,0,0,0,1,8,Extrovert
1347,0,0,0,0,6,Extrovert
1348,0,0,0,3,4,Extrovert
1349,0,0,0,3,9,Extrovert
1350,0,0,0,2,7,Extrovert
1351,0,0,0,1,9,Extrovert
1352,0,0,0,2,4,Extrovert
1353,0,0,0,1,5,Extrovert
1354,0,0,0,0,6,Extrovert
1355,3,1,1,11,3,Introvert
1356,4,1,1,8,4,Introvert
1357,0,0,0,1,10,Extrovert
1358,0,0,0,2,8,Extrovert
1359,1,0,0,1,9,Extrovert
1360,1,0,0,3,4,Extrovert
1362,2,1,1,4,3,Introvert
1363,5,1,0,10,2,Introvert
1364,4,1,1,8,0,Introvert
1365,1,0,0,1,7,Extrovert
1366,0,0,0,1,7,Extrovert
1367,5,1,1,6,1,Introvert
1368,0,0,0,3,5,Extrovert
1369,0,0,0,1,6,Extrovert
1370,0,0,0,2,7,Extrovert
1371,1,0,0,2,5,Extrovert
1372,0,0,0,2,9,Extrovert
1373,0,0,0,3,7,Extrovert
1374,4,1,1,8,1,Introvert
1375,0,0,0,4,7,Extrovert
1378,0,0,0,4,9,Introvert
1379,0,0,0,1,6,Extrovert
1380,5,1,0,10,1,Introvert
1381,0,0,0,2,3,Extrovert
1382,4,0,1,4,2,Introvert
1383,1,0,0,2,7,Extrovert
1384,0,0,0,0,7,Extrovert
1385,0,0,0,0,4,Extrovert
1386,0,0,0,0,8,Extrovert
1387,0,0,0,3,4,Extrovert
1388,0,0,0,0,8,Extrovert
1389,0,0,0,3,4,Extrovert
1390,3,1,1,2,3,Introvert
1391,0,0,0,1,6,Extrovert
1392,1,0,0,2,7,Extrovert
1393,0,0,0,2,8,Extrovert
1394,0,0,0,3,7,Extrovert
1395,0,0,0,1,5,Extrovert
1396,0,0,0,1,4,Extrovert
1397,0,0,0,1,5,Extrovert
1398,2,0,0,2,4,Extrovert
1399,0,0,0,0,9,Extrovert
1400,0,0,0,3,4,Extrovert
1401,1,0,0,4,9,Extrovert
1402,0,0,0,1,4,Extrovert
1403,0,0,0,1,9,Extrovert
1404,1,0,0,2,5,Extrovert
1405,4,1,1,8,3,Introvert
1406,0,0,0,2,9,Extrovert
1407,0,0,0,2,9,Extrovert
1408,0,0,0,1,5,Extrovert
1409,4,1,1,11,2,Introvert
1410,3,1,1,0,7,Extrovert
1411,1,0,0,0,9,Extrovert
1412,4,1,1,11,3,Introvert
1413,0,0,0,1,8,Extrovert
1414,0,0,0,1,5,Extrovert
1415,4,1,1,7,1,Introvert
1416,0,0,0,1,4,Extrovert
1417,1,0,0,2,8,Extrovert
1418,4,1,1,6,1,Introvert
1419,0,0,0,3,5,Extrovert
1420,4,1,0,5,3,Introvert
1421,0,0,0,1,8,Extrovert
1422,4,1,1,9,0,Extrovert
1423,0,0,0,0,5,Extrovert
1424,0,0,0,1,5,Extrovert
1425,4,1,1,6,2,Introvert
1426,0,0,0,0,3,Extrovert
1427,0,0,0,0,5,Extrovert
1428,1,0,0,1,10,Extrovert
1429,0,0,0,3,5,Extrovert
1430,0,0,0,1,4,Introvert
1431,4,1,1,4,1,Introvert
1432,0,0,0,0,5,Extrovert
1433,1,0,0,1,9,Extrovert
1434,0,0,0,2,7,Extrovert
1435,5,1,0,8,0,Introvert
1436,1,0,0,2,6,Extrovert
1437,1,0,0,4,6,Extrovert
1438,4,1,1,7,1,Introvert
1439,0,0,0,0,9,Extrovert
1441,3,1,1,6,3,Introvert
1442,0,0,0,3,7,Extrovert
1443,2,1,1,4,3,Introvert
1444,1,0,0,2,5,Extrovert
1445,1,0,0,5,4,Extrovert
1446,0,0,0,0,8,Extrovert
1447,0,0,0,1,8,Extrovert
1448,0,0,0,2,9,Extrovert
1449,0,0,0,2,4,Extrovert
1450,4,1,1,7,5,Introvert
1451,3,1,1,4,3,Introvert
1452,5,1,1,10,2,Introvert
1453,4,1,1,8,3,Introvert
1454,4,1,1,2,0,Introvert
1455,3,1,1,4,0,Introvert
1457,0,0,0,2,8,Extrovert
1458,0,0,0,2,8,Extrovert
1459,0,0,0,3,5,Extrovert
1460,0,0,0,2,5,Introvert
1461,0,0,0,0,9,Extrovert
1462,0,0,0,3,8,Extrovert
1463,3,1,1,4,5,Introvert
1464,0,0,0,3,4,Extrovert
1466,4,1,0,4,1,Introvert
1467,0,0,0,0,7,Extrovert
1468,0,0,0,0,5,Extrovert
1469,0,0,0,0,3,Extrovert
1470,0,0,0,0,8,Extrovert
1471,4,1,1,7,5,Introvert
1472,3,1,1,6,0,Introvert
1473,0,0,0,2,9,Extrovert
1474,1,0,0,1,7,Extrovert
1476,4,1,1,6,3,Introvert
1477,1,0,0,1,5,Extrovert
1478,0,0,0,3,10,Extrovert
1479,4,1,1,5,3,Introvert
1480,3,1,1,9,3,Introvert
1481,0,0,0,0,4,Extrovert
1482,0,0,0,0,9,Extrovert
1483,0,0,0,0,5,Extrovert
1484,3,1,1,4,3,Introvert
1485,4,1,1,5,0,Introvert
1486,0,0,0,1,9,Extrovert
1487,0,0,0,0,7,Extrovert
1488,1,0,0,1,4,Extrovert
1489,0,0,0,0,9,Extrovert
1490,0,0,0,1,10,Extrovert
1491,4,1,1,6,1,Introvert
1492,4,1,1,6,1,Introvert
1493,3,1,1,6,3,Introvert
1494,1,0,0,1,6,Extrovert
1495,0,0,0,0,7,Extrovert
1496,0,0,0,1,7,Extrovert
1497,1,0,0,0,3,Extrovert
1498,0,0,0,0,6,Extrovert
1499,0,0,0,0,6,Introvert
1500,4,1,1,2,1,Introvert
1501,5,0,1,8,2,Introvert
1502,0,0,0,4,9,Extrovert
1504,0,0,0,2,5,Extrovert
1505,1,0,0,2,4,Extrovert
1506,1,0,0,3,6,Extrovert
1507,0,0,0,2,6,Extrovert
1508,2,0,0,9,5,Introvert
1509,4,1,1,2,2,Extrovert
1510,1,0,0,1,8,Extrovert
1511,0,0,0,1,9,Introvert
1512,4,1,1,10,0,Introvert
1513,1,0,0,2,3,Extrovert
1514,0,0,0,1,8,Extrovert
1515,4,1,1,6,0,Extrovert
1517,0,0,0,2,10,Extrovert
1518,0,0,0,3,9,Extrovert
1520,2,0,0,1,2,Extrovert
1521,1,0,0,2,4,Extrovert
1522,4,0,1,4,1,Introvert
1523,0,0,0,4,7,Extrovert
1524,1,0,0,1,6,Extrovert
1525,1,0,0,4,9,Extrovert
1526,0,0,0,2,7,Extrovert
1527,3,1,1,9,0,Introvert
1528,0,0,0,2,4,Extrovert
1530,1,0,0,2,9,Extrovert
1531,0,0,0,0,6,Extrovert
1532,4,1,1,2,1,Introvert
1533,0,0,0,1,8,Extrovert
1534,1,0,0,2,9,Extrovert
1535,0,0,0,3,9,Extrovert
1536,5,0,1,10,0,Introvert
1537,1,0,0,1,9,Extrovert
1538,0,0,0,2,5,Extrovert
1539,0,0,0,0,7,Extrovert
1540,0,0,0,3,7,Extrovert
1541,1,0,0,2,4,Extrovert
1542,0,0,0,2,7,Extrovert
1543,1,0,0,6,5,Extrovert
1544,1,0,0,0,5,Extrovert
1545,4,1,1,10,2,Introvert
1546,5,0,1,7,1,Introvert
1547,1,0,0,1,7,Extrovert
1548,0,0,0,2,8,Extrovert
1549,1,0,0,2,5,Extrovert
1550,0,0,0,3,9,Extrovert
1551,0,0,0,0,7,Extrovert
1552,1,0,0,1,8,Extrovert
1553,0,0,0,3,4,Extrovert
1554,5,1,0,5,2,Introvert
1555,3,1,1,11,0,Extrovert
1556,1,0,0,2,8,Extrovert
1557,0,0,0,4,8,Extrovert
1558,4,1,1,8,5,Introvert
1561,5,1,0,6,2,Introvert
1562,0,0,0,2,7,Extrovert
1563,0,0,0,1,9,Extrovert
1564,0,0,0,2,4,Extrovert
1565,0,0,0,1,8,Extrovert
1566,0,0,0,2,5,Extrovert
1567,0,0,0,3,4,Extrovert
1568,1,0,0,1,7,Extrovert
1569,0,0,0,0,7,Extrovert
1570,0,0,0,1,8,Extrovert
1571,0,0,0,4,6,Extrovert
1572,0,0,0,0,5,Extrovert
1573,1,0,0,0,9,Extrovert
1574,0,0,0,3,9,Extrovert
1575,0,0,0,2,8,Extrovert
1576,4,1,1,5,2,Introvert
1577,0,0,0,0,5,Extrovert
1578,0,0,0,3,8,Extrovert
1579,0,0,0,3,9,Extrovert
1580,0,0,0,3,3,Extrovert
1582,5,1,1,7,2,Extrovert
1584,1,0,0,4,9,Extrovert
1585,1,0,0,2,4,Introvert
1588,0,0,0,0,6,Extrovert
1589,1,0,0,1,4,Extrovert
1590,0,0,0,2,7,Extrovert
1591,1,0,0,0,6,Extrovert
1592,0,0,0,3,9,Extrovert
1594,0,0,0,3,5,Extrovert
1595,1,0,0,2,7,Extrovert
1596,0,0,0,0,9,Introvert
1597,1,0,0,3,7,Extrovert
1598,2,1,1,6,3,Introvert
1599,0,0,0,3,6,Extrovert
1600,0,0,0,2,8,Extrovert
1601,0,0,0,2,6,Extrovert
1602,0,0,0,2,8,Extrovert
1603,1,0,0,3,4,Extrovert
1604,3,1,1,6,2,Introvert
1605,0,0,0,2,5,Extrovert
1606,0,0,0,3,4,Extrovert
1607,0,0,0,3,5,Extrovert
1608,1,0,0,3,6,Extrovert
1609,0,0,0,2,5,Extrovert
1610,0,0,0,0,5,Extrovert
1611,0,0,0,4,9,Extrovert
1612,0,0,0,2,4,Extrovert
1613,0,0,0,4,7,Extrovert
1614,4,1,1,9,5,Introvert
1616,0,0,0,2,5,Extrovert
1617,0,0,0,2,9,Extrovert
1618,0,0,0,2,8,Extrovert
1619,1,0,0,1,9,Extrovert
1620,0,0,0,0,9,Extrovert
1621,0,0,0,3,5,Extrovert
1622,0,0,0,0,5,Extrovert
1624,0,0,0,0,5,Extrovert
